,Dataset,Charset,Test,Sp1,Sp2,pvalue
354,Cognato_2001,ef1a_1stpos,MPTS,Av5,Ty1,-42
355,Cognato_2001,ef1a_1stpos,MPTMS,Av5,Ty1,0.19789712621036704
356,Cognato_2001,ef1a_1stpos,MPTIS,Av5,Ty1,-42
357,Cognato_2001,ef1a_1stpos,MPTS,Av5,Wo3,-42
358,Cognato_2001,ef1a_1stpos,MPTMS,Av5,Wo3,-42
359,Cognato_2001,ef1a_1stpos,MPTIS,Av5,Wo3,-42
360,Cognato_2001,ef1a_1stpos,MPTS,Av5,Oer1,-42
361,Cognato_2001,ef1a_1stpos,MPTMS,Av5,Oer1,0.7140802613047244
362,Cognato_2001,ef1a_1stpos,MPTIS,Av5,Oer1,-42
363,Cognato_2001,ef1a_1stpos,MPTS,Av5,Ort1,-42
364,Cognato_2001,ef1a_1stpos,MPTMS,Av5,Ort1,0.8012519569012009
365,Cognato_2001,ef1a_1stpos,MPTIS,Av5,Ort1,-42
366,Cognato_2001,ef1a_1stpos,MPTS,Av5,Pito1,-42
367,Cognato_2001,ef1a_1stpos,MPTMS,Av5,Pito1,0.46929711182760403
368,Cognato_2001,ef1a_1stpos,MPTIS,Av5,Pito1,-42
369,Cognato_2001,ef1a_1stpos,MPTS,Av5,Pica1,-42
370,Cognato_2001,ef1a_1stpos,MPTMS,Av5,Pica1,-42
371,Cognato_2001,ef1a_1stpos,MPTIS,Av5,Pica1,-42
372,Cognato_2001,ef1a_1stpos,MPTS,Av5,Pho1,-42
373,Cognato_2001,ef1a_1stpos,MPTMS,Av5,Pho1,0.3430301461382431
374,Cognato_2001,ef1a_1stpos,MPTIS,Av5,Pho1,-42
375,Cognato_2001,ef1a_1stpos,MPTS,Av5,Pk1,-42
376,Cognato_2001,ef1a_1stpos,MPTMS,Av5,Pk1,0.7156107000605363
377,Cognato_2001,ef1a_1stpos,MPTIS,Av5,Pk1,-42
378,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Bor2,-42
379,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Bor2,0.7055347312040912
380,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Bor2,-42
381,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Cala2,-42
382,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Cala2,0.5061652190939088
383,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Cala2,-42
384,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Cali1,-42
385,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Cali1,0.13863861738241512
386,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Cali1,-42
387,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Ce3,-42
388,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Ce3,0.7055347312040912
389,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Ce3,-42
390,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Co4,-42
391,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Co4,0.39162517627108895
392,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Co4,-42
393,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Con3,-42
394,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Con3,0.06098442930559367
395,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Con3,-42
396,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Cr2,-42
397,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Cr2,0.7055347312040912
398,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Cr2,-42
399,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Du3,-42
400,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Du3,0.7055347312040912
401,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Du3,-42
402,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Em1,-42
403,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Em1,0.8012519569012009
404,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Em1,-42
405,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Gr2,-42
406,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Gr2,0.493634622711728
407,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Gr2,-42
408,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Ho5,-42
409,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Ho5,0.39162517627108895
410,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Ho5,-42
411,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Hu2,-42
412,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Hu2,0.7055347312040912
413,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Hu2,-42
414,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Int7,-42
415,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Int7,-42
416,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Int7,-42
417,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Knu1,-42
418,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Knu1,-42
419,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Knu1,-42
420,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Lat3,-42
421,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Lat3,0.9073894472853143
422,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Lat3,-42
423,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Le3,-42
424,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Le3,0.26146412994911117
425,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Le3,-42
426,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Lo3,-42
427,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Lo3,-42
428,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Lo3,-42
429,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Ma1,-42
430,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Ma1,-42
431,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Ma1,-42
432,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Mo1,-42
433,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Mo1,0.39162517627108895
434,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Mo1,-42
435,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Mx1,-42
436,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Mx1,0.06098442930559367
437,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Mx1,-42
438,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Nob1,-42
439,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Nob1,-42
440,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Nob1,-42
441,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Pa2,-42
442,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Pa2,0.39162517627108895
443,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Pa2,-42
444,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Pet1,-42
445,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Pet1,0.7055347312040912
446,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Pet1,-42
447,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Pl4,-42
448,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Pl4,-42
449,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Pl4,-42
450,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Pil2,-42
451,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Pil2,0.5724067044708798
452,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Pil2,-42
453,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Pin1,-42
454,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Pin1,0.7055347312040912
455,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Pin1,-42
456,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Pro,-42
457,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Pro,0.7140802613047242
458,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Pro,-42
459,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Sch1,-42
460,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Sch1,-42
461,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Sch1,-42
462,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Sex1,-42
463,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Sex1,0.7410388888165292
464,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Sex1,-42
465,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Sp1,-42
466,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Sp1,0.8547745749860639
467,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Sp1,-42
468,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Ste1,-42
469,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Ste1,-42
470,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Ste1,-42
471,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Tri4,-42
472,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Tri4,0.7055347312040912
473,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Tri4,-42
474,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Ty1,0.2381033055535443
475,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Ty1,0.5207808779373377
476,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Ty1,0.1248134624618259
477,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Wo3,-42
478,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Wo3,0.20354208167936527
479,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Wo3,-42
480,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Oer1,0.587219138734453
481,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Oer1,0.39692639009551844
482,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Oer1,0.6367437927938528
483,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Ort1,-42
484,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Ort1,0.89290156196065
485,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Ort1,-42
486,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Pito1,-42
487,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Pito1,0.39162517627108895
488,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Pito1,-42
489,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Pica1,-42
490,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Pica1,-42
491,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Pica1,-42
492,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Pho1,-42
493,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Pho1,0.39162517627108895
494,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Pho1,-42
495,Cognato_2001,ef1a_1stpos,MPTS,Bon2,Pk1,-42
496,Cognato_2001,ef1a_1stpos,MPTMS,Bon2,Pk1,0.8698387717651156
497,Cognato_2001,ef1a_1stpos,MPTIS,Bon2,Pk1,-42
498,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Cala2,-42
499,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Cala2,-42
500,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Cala2,-42
501,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Cali1,-42
502,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Cali1,0.39162517627108895
503,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Cali1,-42
504,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Ce3,-42
505,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Ce3,-42
506,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Ce3,-42
507,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Co4,-42
508,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Co4,-42
509,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Co4,-42
510,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Con3,-42
511,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Con3,0.13967348724103157
512,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Con3,-42
513,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Cr2,-42
514,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Cr2,-42
515,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Cr2,-42
516,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Du3,-42
517,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Du3,0.26146412994911117
518,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Du3,-42
519,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Em1,-42
520,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Em1,0.445921698363123
521,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Em1,-42
522,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Gr2,-42
523,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Gr2,-42
524,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Gr2,-42
525,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Ho5,-42
526,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Ho5,-42
527,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Ho5,-42
528,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Hu2,-42
529,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Hu2,-42
530,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Hu2,-42
531,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Int7,-42
532,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Int7,-42
533,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Int7,-42
534,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Knu1,-42
535,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Knu1,0.5724067044708798
536,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Knu1,-42
537,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Lat3,-42
538,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Lat3,0.8578889316830121
539,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Lat3,-42
540,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Le3,-42
541,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Le3,-42
542,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Le3,-42
543,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Lo3,-42
544,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Lo3,-42
545,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Lo3,-42
546,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Ma1,-42
547,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Ma1,-42
548,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Ma1,-42
549,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Mo1,-42
550,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Mo1,-42
551,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Mo1,-42
552,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Mx1,-42
553,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Mx1,0.13967348724103157
554,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Mx1,-42
555,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Nob1,-42
556,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Nob1,-42
557,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Nob1,-42
558,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Pa2,-42
559,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Pa2,-42
560,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Pa2,-42
561,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Pet1,-42
562,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Pet1,-42
563,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Pet1,-42
564,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Pl4,-42
565,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Pl4,-42
566,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Pl4,-42
567,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Pil2,-42
568,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Pil2,-42
569,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Pil2,-42
570,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Pin1,-42
571,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Pin1,-42
572,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Pin1,-42
573,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Pro,-42
574,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Pro,-42
575,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Pro,-42
576,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Sch1,-42
577,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Sch1,-42
578,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Sch1,-42
579,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Sex1,-42
580,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Sex1,0.9188914116546758
581,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Sex1,-42
582,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Sp1,-42
583,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Sp1,1.0
584,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Sp1,-42
585,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Ste1,-42
586,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Ste1,-42
587,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Ste1,-42
588,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Tri4,-42
589,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Tri4,-42
590,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Tri4,-42
591,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Ty1,-42
592,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Ty1,0.39162517627108906
593,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Ty1,-42
594,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Wo3,-42
595,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Wo3,-42
596,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Wo3,-42
597,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Oer1,-42
598,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Oer1,0.7212333746277604
599,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Oer1,-42
600,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Ort1,-42
601,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Ort1,0.6443698056370253
602,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Ort1,-42
603,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Pito1,-42
604,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Pito1,0.4459216983631228
605,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Pito1,-42
606,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Pica1,-42
607,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Pica1,-42
608,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Pica1,-42
609,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Pho1,-42
610,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Pho1,0.39162517627108895
611,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Pho1,-42
612,Cognato_2001,ef1a_1stpos,MPTS,Bor2,Pk1,-42
613,Cognato_2001,ef1a_1stpos,MPTMS,Bor2,Pk1,0.35101634964659734
614,Cognato_2001,ef1a_1stpos,MPTIS,Bor2,Pk1,-42
615,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Cali1,-42
616,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Cali1,-42
617,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Cali1,-42
618,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Ce3,-42
619,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Ce3,-42
620,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Ce3,-42
621,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Co4,-42
622,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Co4,0.39162517627108895
623,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Co4,-42
624,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Con3,-42
625,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Con3,0.20600682795726222
626,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Con3,-42
627,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Cr2,-42
628,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Cr2,-42
629,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Cr2,-42
630,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Du3,-42
631,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Du3,0.26146412994911106
632,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Du3,-42
633,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Em1,-42
634,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Em1,0.5724067044708798
635,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Em1,-42
636,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Gr2,-42
637,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Gr2,0.39162517627108895
638,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Gr2,-42
639,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Ho5,-42
640,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Ho5,0.39162517627108895
641,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Ho5,-42
642,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Hu2,-42
643,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Hu2,-42
644,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Hu2,-42
645,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Int7,-42
646,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Int7,-42
647,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Int7,-42
648,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Knu1,-42
649,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Knu1,0.445921698363123
650,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Knu1,-42
651,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Lat3,-42
652,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Lat3,0.9188914116546758
653,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Lat3,-42
654,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Le3,-42
655,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Le3,-42
656,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Le3,-42
657,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Lo3,-42
658,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Lo3,-42
659,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Lo3,-42
660,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Ma1,-42
661,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Ma1,-42
662,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Ma1,-42
663,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Mo1,-42
664,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Mo1,0.39162517627108895
665,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Mo1,-42
666,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Mx1,-42
667,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Mx1,0.20600682795726222
668,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Mx1,-42
669,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Nob1,-42
670,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Nob1,-42
671,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Nob1,-42
672,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Pa2,-42
673,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Pa2,0.39162517627108895
674,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Pa2,-42
675,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Pet1,-42
676,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Pet1,-42
677,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Pet1,-42
678,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Pl4,-42
679,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Pl4,0.5724067044708798
680,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Pl4,-42
681,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Pil2,-42
682,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Pil2,-42
683,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Pil2,-42
684,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Pin1,-42
685,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Pin1,-42
686,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Pin1,-42
687,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Pro,-42
688,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Pro,-42
689,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Pro,-42
690,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Sch1,-42
691,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Sch1,-42
692,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Sch1,-42
693,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Sex1,-42
694,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Sex1,0.8012519569012009
695,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Sex1,-42
696,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Sp1,-42
697,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Sp1,0.9434019357843008
698,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Sp1,-42
699,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Ste1,-42
700,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Ste1,-42
701,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Ste1,-42
702,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Tri4,-42
703,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Tri4,-42
704,Cognato_2001,ef1a_1stpos,MPTIS,Cala2,Tri4,-42
705,Cognato_2001,ef1a_1stpos,MPTS,Cala2,Ty1,-42
706,Cognato_2001,ef1a_1stpos,MPTMS,Cala2,Ty1,-42
